,Computer_Decisions,Trust_Major_Tech,Impact_Tech,Ethics_Company,Regulation_Gvt,Gender_view_Tech,Use_Facebook,Use_Twitter,Use_Instagram,Use_YouTube,Use_Snapchat,Freq_Angry_Content,Freq_Inspired_Content,Freq_Amused_Content,Freq_Depressed_Content,Freq_Connected_Content,Freq_Lonely_Content,Accuracy_Content,Figure_my_Hobbies,Figure_my_political_aff,Figure_my_religious_beliefs,Figure_my_race,Change_political_view,Social_media_election,Social_media_influence_policy,Social_media_create_movement,Age_category,Sex,Income,Internet_User,Education_Level,marital__2.0,marital__3.0,marital__3.5,marital__4.0,marital__5.0,marital__6.0,religion__2.0,religion__3.0,religion__4.0,religion__5.0,religion__6.0,religion__6.5,religion__7.0,religion__8.0,religion__9.0,religion__10.0,religion__11.0,religion__12.0
4258,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4260,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.5,2.5,2.5,2.5,2.5,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4261,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4263,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4264,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4266,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4268,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4270,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,9.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4271,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,1.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4273,1.0,4.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4275,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4276,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4277,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4278,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4280,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4282,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4283,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4284,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,1.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4288,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4289,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4290,2.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4291,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4292,2.0,4.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4293,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4294,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4295,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4296,2.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4297,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4298,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4300,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4302,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,2.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4305,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4306,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,7.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4307,2.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4308,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,8.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4311,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4314,2.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4316,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4318,2.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4319,2.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.5,3.0,2.5,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4321,1.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4322,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4324,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,7.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4326,1.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4328,2.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4329,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,2.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,2.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4332,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4334,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4335,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4337,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4338,2.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,6.0,0.0,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4339,2.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4341,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4342,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4343,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,2.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4345,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4346,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4348,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4350,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,4.0,3.0,4.0,1.5,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,2.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
